JOHN,DELIGT,"",COVINGTON,VA,US,24426,37.75164,-80.04576,1,03858476,1975,1973,07/12/1973,"WESTVACO CORPORATION",A000011188643,83/493,03858476-1,03858476-1,03858476-1
GENICHI,KAWAKAMI,"",HAMAKITA,"",JP,"",34.8,137.783333,1,03858477,1975,1973,08/23/1973,"NIPPON GAKKI SEIZO KABUSHIKI KAISHA",H000000000452,84,03858477-1,03858477-1,03858477-1
"JOHN J",BOUDREAU,"","EAST BOSTON",MA,US,2228,42.360007,-71.06227,1,03858478,1975,1972,08/24/1972,"",,411,03858478-1,03858478-1,03858478-1
"JAGDISH S",SEKHON,"","FOUNTAIN VALLEY",CA,US,92728,33.713991,-117.928354,1,03858479,1975,1973,09/14/1973,"HI SHEAR CORPORATION",H000000004839,411/470,03858479-1,03858479-1,03858479-1
"WILLIAM A",SCHNEIDER,"","PALM SPRINGS",CA,US,92292,33.77584,-116.528435,1,03858480,1975,1973,10/26/1973,"",,84,03858480-1,03858480-1,03858480-1
"STANLEY C",HIRSCH,"","PALM SPRINGS",CA,US,92292,33.77584,-116.528435,2,03858480,1975,1973,10/26/1973,"",,84,03858480-2,03858480-2,03858480-2
"OTHO HARKNESS",ELLIOTT,"","ROYAL OAK",MI,US,48073,42.518881,-83.163476,1,03858481,1975,1973,03/19/1973,"",,89,03858481-1,03858481-1,03858481-1
"JOHN R",SCADUTO,"",DETROIT,MI,US,48288,42.418809,-83.104982,1,03858482,1975,1973,12/05/1973,"",,409/82/279,03858482-1,03858482-1,03858482-1
"ALLYN J",HEIN,"",JOLIET,IL,US,60436,41.48964,-88.14534,1,03858483,1975,1973,04/18/1973,"CATERPILLAR INC",A000010084882,91,03858483-1,03858483-1,03858483-1
YOUICHI,SAIDA,"",KAWASAKI,"",JP,"",38.172778,140.636944,1,03858484,1975,1973,10/18/1973,"MITSUBISHI KINZOKU KABUSHIKI KAISHA",H000000001796,91,03858484-1,03858484-1,03858484-1
HAJIME,ITO,"",YOKOHAMA,"",JP,"",35.742222,136.1,2,03858484,1975,1973,10/18/1973,"MITSUBISHI KINZOKU KABUSHIKI KAISHA",H000000001796,91,03858484-2,03858484-2,03858484-2
KOJIRO,IMANAGA,"",TOKYO,"",JP,"",35.685,139.751389,3,03858484,1975,1973,10/18/1973,"MITSUBISHI KINZOKU KABUSHIKI KAISHA",H000000001796,91,03858484-3,03858484-3,03858484-3
TOMOJI,JYUMONJI,"",YOKOHAMA,"",JP,"",35.742222,136.1,4,03858484,1975,1973,10/18/1973,"MITSUBISHI KINZOKU KABUSHIKI KAISHA",H000000001796,91,03858484-4,03858484-4,03858484-4
"BORJE O",ROSAEN,"","ANN ARBOR",MI,US,48113,42.274234,-83.730952,1,03858485,1975,1973,11/16/1973,"",,91/92,03858485-1,03858485-1,03858485-1
"ROBERT L",FIRTH,"",MINNEAPOLIS,MN,US,55488,44.981963,-93.26551,2,03858485,1975,1973,11/16/1973,"",,91/92,03858485-2,03858485-2,03858485-2
KARL,EICKMANN,"",ISSHIKI,"",JP,"",34.8,137.016667,1,03858486,1975,1971,07/15/1971,"",,91,03858486-1,03858486-1,03858486-1
KATSURO,ABE,"",MATSUDO,"",JP,"",35.783333,139.9,1,03858487,1975,1972,05/26/1972,"HITACHI LTD",A000010055274,91,03858487-1,03858487-1,03858487-1
KOZO,ONO,"",TOKYO,"",JP,"",35.685,139.751389,2,03858487,1975,1972,05/26/1972,"HITACHI LTD",A000010055274,91,03858487-2,03858487-2,03858487-2
CHARLES,NEWSTEAD,"",BIRMINGHAM,"",GB,"",52.466667,-1.916667,1,03858488,1975,1972,07/28/1972,"GIRLING LIMITED",H000000001509,92/188,03858488-1,03858488-1,03858488-1
"ANDREW CHARLES",WRIGHT,"",BIRMINGHAM,"",GB,"",52.466667,-1.916667,2,03858488,1975,1972,07/28/1972,"GIRLING LIMITED",H000000001509,92/188,03858488-2,03858488-2,03858488-2
"GERALD C",PAXTON,"",SANGER,CA,US,93657,36.78402,-119.4687,1,03858489,1975,1973,09/28/1973,"GENERAL NAILING MACHINE CORPORATION",H000000202403,493,03858489-1,03858489-1,03858489-1
"RAYMOND A",HEISLER,"","FRANKLIN LAKES",NJ,US,7417,41.010518,-74.208897,1,03858490,1975,1974,03/12/1974,"",,493/271,03858490-1,03858490-1,03858490-1
KONSTANTINS,DRAVNIEKS,"",MADISON,WI,US,53794,43.098373,-89.324921,1,03858491,1975,1974,01/28/1974,"WEHR CORPORATION",H000000007484,454/49,03858491-1,03858491-1,03858491-1
NOBORU,MUKAI,"",TOKYO,"",JP,"",35.685,139.751389,1,03858492,1975,1971,05/20/1971,"KYOWA HAKKO KOGYO CO LTD",A000010032534,426,03858492-1,03858492-1,03858492-1
MASANOBU,KAWAI,"",TOKYO,"",JP,"",35.685,139.751389,2,03858492,1975,1971,05/20/1971,"KYOWA HAKKO KOGYO CO LTD",A000010032534,426,03858492-2,03858492-2,03858492-2
MANFRED,HERMSEN,"",BREMEN,"",DE,"",50.716667,10.0,1,03858493,1975,1973,02/20/1973,"",,99/210,03858493-1,03858493-1,03858493-1
"WESLEY G",MARTIN,"",MANITOWOC,WI,US,54221,44.128906,-87.605902,1,03858494,1975,1973,03/29/1973,"ALUMINUM SPECIALTY COMPANY",H000000147047,99/D7,03858494-1,03858494-1,03858494-1
"WARREN P",GOTWALT,"",LAKELAND,FL,US,33815,28.038562,-81.997042,1,03858495,1975,1972,12/04/1972,"",,99/D7,03858495-1,03858495-1,03858495-1
"DELORES B",DOWNERS,"",LIVINGSTON,MT,US,59047,45.652211,-110.568153,1,03858496,1975,1973,05/22/1973,"",,99,03858496-1,03858496-1,03858496-1
MASAYUKI,ISHIDA,"",CHIGASAKI,"",JP,"",35.326111,139.403889,1,03858497,1975,1973,03/27/1973,"TOYO SUISAN KAISHA LTD",A000010109288,99/53/141,03858497-1,03858497-1,03858497-1
"HARVEY F",SWENSON,"",SEATTLE,WA,US,98199,47.649774,-122.398314,1,03858498,1975,1973,05/22/1973,"SWEDEN FREEZER MANUFACTURING COMPANY",H000000087304,99/62,03858498-1,03858498-1,03858498-1
"ROBERT D",SCOTT,"","WEST COVINA",CA,US,91793,34.067473,-117.927759,1,03858499,1975,1973,04/16/1973,"RESEARCH DEVELOPMENT SYSTEMS INC",H000000005694,99/210/426,03858499-1,03858499-1,03858499-1
"ROBERT F",ROHM,"",FULLERTON,CA,US,92838,33.893354,-117.931038,1,03858500,1975,1973,07/09/1973,"BROWN INTERNATIONAL CORPORATION",A000011216384,99,03858500-1,03858500-1,03858500-1
"L BRUCE",ALEXANDER,"","SAN MARINO",CA,US,91118,34.125011,-118.092416,2,03858500,1975,1973,07/09/1973,"BROWN INTERNATIONAL CORPORATION",A000011216384,99,03858500-2,03858500-2,03858500-2
"HENRY A",PFEIFFER,"",FREDERICKSBURG,TX,US,78624,30.24985,-99.09982,1,03858501,1975,1973,07/09/1973,"",,99,03858501-1,03858501-1,03858501-1
"RAY T",TOWNSEND,"","DES MOINES",IA,US,50981,41.582831,-93.639369,1,03858502,1975,1972,08/21/1972,"TOWNSEND ENGINEERING COMPANY",H000000002308,99,03858502-1,03858502-1,03858502-1
YUKIO,TAKAHASHI,"",TOKYO,"",JP,"",35.685,139.751389,1,03858503,1975,1973,03/13/1973,"IKEGAI TEKKO KABUSHIKI KAISHA IKEGAI IRON WORKS",H000000021556,100,03858503-1,03858503-1,03858503-1
"JEAN JACQUES",BOYER,"",PARIS,"",FR,"",48.866667,2.333333,1,03858504,1975,1973,03/05/1973,"",,100,03858504-1,03858504-1,03858504-1
"RUSH E",LASSITER,"",HAMMOND,LA,US,70404,30.512272,-90.456313,1,03858505,1975,1973,04/06/1973,"FLOYD RUSH CORPORATION",H000000075460,100/34,03858505-1,03858505-1,03858505-1
"FLOYD S",SAIZON,"","BATON ROUGE",LA,US,70898,30.418422,-91.139518,2,03858505,1975,1973,04/06/1973,"FLOYD RUSH CORPORATION",H000000075460,100/34,03858505-2,03858505-2,03858505-2
"MARVIN D",FROST,"",DAYTON,OH,US,45490,39.893349,-84.219043,1,03858506,1975,1973,03/30/1973,"NCR CORPORATION",A000010097883,101,03858506-1,03858506-1,03858506-1
ERLING,OWREN,"",FOSTER,RI,US,2825,41.785822,-71.728016,1,03858507,1975,1973,04/09/1973,"CRANSTON PRINT WORKS COMPANY",H000000100293,101/118/492,03858507-1,03858507-1,03858507-1
WILLIAM,MCELROY,"",CRANSTON,RI,US,2921,41.75918,-71.506674,2,03858507,1975,1973,04/09/1973,"CRANSTON PRINT WORKS COMPANY",H000000100293,101/118/492,03858507-2,03858507-2,03858507-2
TAMAKI,KANEKO,"",TOKYO,"",JP,"",35.685,139.751389,1,03858508,1975,1972,12/26/1972,"RICOH COMPANY LTD",A000010182902,101,03858508-1,03858508-1,03858508-1
KATSUMI,MIZUNO,"",TOKYO,"",JP,"",35.685,139.751389,2,03858508,1975,1972,12/26/1972,"RICOH COMPANY LTD",A000010182902,101,03858508-2,03858508-2,03858508-2
"WILLY J",GRUNDHERR,"",SUNNYVALE,CA,US,94089,37.401284,-122.008179,1,03858509,1975,1972,07/10/1972,"XEROX CORPORATION",A000010053462,101/400,03858509-1,03858509-1,03858509-1
TSUNETOSHI,KAI,"",SAITAMA,"",JP,"",36.0,139.5,1,03858510,1975,1973,09/07/1973,"ASAHI KASEI KOGYO KABUSHIKI KAISHA",A000010262758,101/430,03858510-1,03858510-1,03858510-1
MITSUHIRO,INOUE,"",SAITAMA,"",JP,"",36.0,139.5,2,03858510,1975,1973,09/07/1973,"ASAHI KASEI KOGYO KABUSHIKI KAISHA",A000010262758,101/430,03858510-2,03858510-2,03858510-2
MATUO,YOSHIDA,"",OSAKA,"",JP,"",34.5,135.5,3,03858510,1975,1973,09/07/1973,"ASAHI KASEI KOGYO KABUSHIKI KAISHA",A000010262758,101/430,03858510-3,03858510-3,03858510-3
"JUN ICHI",UEDA,"",WAKO,"",JP,"",35.789444,139.623333,4,03858510,1975,1973,09/07/1973,"ASAHI KASEI KOGYO KABUSHIKI KAISHA",A000010262758,101/430,03858510-4,03858510-4,03858510-4
"RICHARD L",MOYER,"",NEWARK,DE,US,19726,39.684577,-75.735242,1,03858511,1975,1973,02/27/1973,"HERCULES INCORPORATED",A000010274218,101,03858511-1,03858511-1,03858511-1
CLAUS,SIMETH,"",OFFENBACH,"",DE,"",49.616667,7.55,1,03858512,1975,1973,03/22/1973,"ROLAND OFFSETMASCHINENFABRIK FABER SCHLEICHER AG",A000010100693,101/33,03858512-1,03858512-1,03858512-1
KEISUKE,MURATA,"",TOKYO,"",JP,"",35.685,139.751389,1,03858513,1975,1973,07/27/1973,"RICOH COMPANY LTD",A000010182902,101,03858513-1,03858513-1,03858513-1
"WAYNE M",BEEBE,"",STILLWATER,MN,US,55083,45.058398,-92.825832,1,03858514,1975,1972,08/28/1972,"MINNESOTA MINING AND MANUFACTURING COMPANY",A000010318735,101/346,03858514-1,03858514-1,03858514-1
"RICHARD E",FAYLING,"","WHITE BEAR LAKE",MN,US,55115,45.0702,-92.9529,2,03858514,1975,1972,08/28/1972,"MINNESOTA MINING AND MANUFACTURING COMPANY",A000010318735,101/346,03858514-2,03858514-2,03858514-2
MAURICE,RUSBACH,"",GENEVA,"",CH,"",46.2,6.166667,1,03858515,1975,1972,08/21/1972,"SARMAC S A",H000000028122,102,03858515-1,03858515-1,03858515-1
JACOB,RABINOW,"","TAKOMA PARK",MD,US,20913,38.981883,-77.003878,1,03858516,1975,1972,04/20/1972,"UNITED STATES OF AMERICA ARMY",H000000000072,102,03858516-1,03858516-1,03858516-1
JOCHEN,LUCK,"",WETTER,"",DE,"",53.333333,10.5,1,03858517,1975,1973,03/16/1973,"DEMAG AKTIENGESELLSCHAFT",H000000004246,104/188/280,03858517-1,03858517-1,03858517-1
JOHN,THORPE,"",WETTER,"",DE,"",53.333333,10.5,2,03858517,1975,1973,03/16/1973,"DEMAG AKTIENGESELLSCHAFT",H000000004246,104/188/280,03858517-2,03858517-2,03858517-2
ALEXANDER,NYMAN,"",DOVER,MA,US,2030,42.234095,-71.28611,1,03858518,1975,1972,03/27/1972,"",,104,03858518-1,03858518-1,03858518-1
LEO,MASINO,"",KARLSRUHE,"",DE,"",53.65,12.8,1,03858519,1975,1973,10/26/1973,"E TH NOACK VERPACKUNGSMASCHINEN",A000010619282,198/104,03858519-1,03858519-1,03858519-1
HORST,GUTH,"",GROTZINGEN,"",DE,"",49.011111,8.496389,2,03858519,1975,1973,10/26/1973,"E TH NOACK VERPACKUNGSMASCHINEN",A000010619282,198/104,03858519-2,03858519-2,03858519-2
PIERRE,PATIN,"",PARIS,"",FR,"",48.866667,2.333333,1,03858520,1975,1972,11/21/1972,"",,104,03858520-1,03858520-1,03858520-1
"DAVID L",ATHERTON,"",KINGSTON,"",CA,"",46.633333,-64.866667,1,03858521,1975,1973,03/26/1973,"CANADIAN PATENTS AND DEVELOPMENT LTD",H000000000718,104/505,03858521-1,03858521-1,03858521-1
NAOKI,MAKI,"",IBARAKI-KEN,"",JP,"",36.5,140.5,1,03858522,1975,1973,06/11/1973,"HITACHI LTD",A000010055274,104/310,03858522-1,03858522-1,03858522-1
"HARVEY C","ALLSUP JR","","FORT WORTH",TX,US,76244,32.934024,-97.250604,1,03858523,1975,1973,03/30/1973,"VOUGHT CORPORATION",H000000007816,104/180,03858523-1,03858523-1,03858523-1
"ROY C",STONES,"","CASTRO VALLEY",CA,US,94552,37.694127,-122.018877,1,03858524,1975,1973,12/27/1973,"",,104/188,03858524-1,03858524-1,03858524-1
"JOHN DONOVAN",BUTINE,"",ERIE,PA,US,16565,42.069063,-80.102633,1,03858525,1975,1972,11/03/1972,"GENERAL ELECTRIC COMPANY",H000000000005,105,03858525-1,03858525-1,03858525-1
"MARTIN JAY",HAPEMAN,"",ERIE,PA,US,16565,42.069063,-80.102633,2,03858525,1975,1972,11/03/1972,"GENERAL ELECTRIC COMPANY",H000000000005,105,03858525-2,03858525-2,03858525-2
PAUL,LOMBARD,"",SAINT-GERMAIN-EN-LAYE,"",FR,"",48.9,2.083333,1,03858526,1975,1972,08/11/1972,"PRODUITS CHIMIQUES UGINE KUHLMANN",H000000001148,206/53/108,03858526-1,03858526-1,03858526-1
ANDRE,MOUSSET,"",SAINTE-GENEVIEVE,"",FR,"",44.8,2.75,2,03858526,1975,1972,08/11/1972,"PRODUITS CHIMIQUES UGINE KUHLMANN",H000000001148,206/53/108,03858526-2,03858526-2,03858526-2
ANTON,REIS,"",ERLEN,"",CH,"",47.55,9.233333,1,03858527,1975,1973,10/09/1973,"LIENHARD AG",H000000237457,108/312,03858527-1,03858527-1,03858527-1
"WARREN D",PETERSEN,"","SAINT CHARLES",IL,US,60175,41.952674,-88.346033,1,03858528,1975,1973,02/09/1973,"INTERLAKE INC",A000010366659,108/312/D6,03858528-1,03858528-1,03858528-1
MACK,SALLADAY,"",GREENTREE,PA,US,15242,40.417412,-80.045004,1,03858529,1975,1973,07/09/1973,"ACTION INDUSTRIES INC",H000000013143,108/211,03858529-1,03858529-1,03858529-1
"ROBERT D",JAFFEE,"",SKOKIE,IL,US,60077,42.034146,-87.756196,1,03858530,1975,1973,12/03/1973,"AMCO CORPORATION",H000000015740,108/211,03858530-1,03858530-1,03858530-1
"RALPH B",OLSON,"",LOMBARD,IL,US,60148,41.869897,-88.011733,2,03858530,1975,1973,12/03/1973,"AMCO CORPORATION",H000000015740,108/211,03858530-2,03858530-2,03858530-2
"MORTON K",RUBINSTEIN,"","LOS ANGELES",CA,US,90230,34.001758,-118.394799,1,03858531,1975,1973,07/23/1973,"",,109,03858531-1,03858531-1,03858531-1
GUNNAR,JORGENSEN,"",BAGSVAERD,"",DK,"",55.766667,12.466667,1,03858532,1975,1973,08/16/1973,"A S ATLAS",H000000040082,110,03858532-1,03858532-1,03858532-1
"ROY E",LOWE,"",DETROIT,MI,US,48288,42.418809,-83.104982,1,03858533,1975,1973,10/03/1973,"",,110,03858533-1,03858533-1,03858533-1
"ROY E",BERG,"","FORT LAUDERDALE",FL,US,33394,26.121148,-80.139899,1,03858534,1975,1973,01/16/1973,"INTERSTATE UTILITIES CORPORATION",H000000111852,110/60/122,03858534-1,03858534-1,03858534-1
KAORU,SHIBA,"",TOKYO,"",JP,"",35.685,139.751389,1,03858535,1975,1973,07/12/1973,"EBARA INFILCO KABUSHIKI KAISHA",A000011457879,110,03858535-1,03858535-1,03858535-1
ISAAC,POPE,"",PHILADELPHIA,PA,US,19255,39.951255,-75.163103,1,03858536,1975,1973,11/16/1973,"",,112,03858536-1,03858536-1,03858536-1
JOSEF,ZOCHER,"",HAAREN-BACH,"",DE,"",53.133333,8.183333,1,03858537,1975,1973,06/25/1973,"SINGER COMPANY",H000000000284,112,03858537-1,03858537-1,03858537-1
"WILLIAM F","VAN AMBURG","",MEADVILLE,PA,US,16388,41.648956,-80.147265,1,03858538,1975,1973,09/26/1973,"TEXTRON INC",A000010259658,112,03858538-1,03858538-1,03858538-1
"WILLIAM F","VAN AMBURG","",MEADVILLE,PA,US,16388,41.648956,-80.147265,1,03858539,1975,1973,09/26/1973,"TEXTRON INC",A000010259658,112,03858539-1,03858538-1,03858538-1
KNUT,BERG,"",SALTSJOBADEN,"",SE,"",59.283333,18.3,1,03858540,1975,1972,12/04/1972,"AB SVENSKA FLAKTFABRIKEN",A000010051461,138,03858540-1,03858540-1,03858540-1
"JOHN C","METCALF JR","",LIVERMORE,CA,US,94551,37.730738,-121.691989,1,03858541,1975,1973,05/31/1973,"",,114,03858541-1,03858541-1,03858541-1
KLAUS,SILBERMANN,"",DANVILLE,CA,US,94526,37.818542,-121.969476,2,03858541,1975,1973,05/31/1973,"",,114,03858541-2,03858541-2,03858541-2
"JEAN PAUL",LENOBLE,"",PARIS,"",FR,"",48.866667,2.333333,1,03858542,1975,1973,02/21/1973,"",,114/D12,03858542-1,03858542-1,03858542-1
"DANIEL COMSTOCK",HUNGERFORD,"","NORTH PALM BEACH",FL,US,33410,26.843134,-80.087669,1,03858543,1975,1973,09/07/1973,"BRUNSWICK CORPORATION",A000010622347,114,03858543-1,03858543-1,03858543-1
GERT,KRAMER,"",STUTTGART,"",DE,"",48.683333,9.2,1,03858544,1975,1973,01/24/1973,"INTERNATIONAL STANDARD ELECTRIC CORPORATION",H000000000453,118,03858544-1,03858544-1,03858544-1
"HARRY A",FISCHER,"",FRANKENMUTH,MI,US,48787,43.331555,-83.741778,1,03858545,1975,1974,04/08/1974,"BAKER PERKINS INC",A000010097147,118/99,03858545-1,03858545-1,03858545-1
KENNETH,DIETZEL,"",SAGINAW,MI,US,48663,43.419367,-83.947813,2,03858545,1975,1974,04/08/1974,"BAKER PERKINS INC",A000010097147,118/99,03858545-2,03858545-2,03858545-2
"VERN V",CRONK,"",HEMLOCK,MI,US,48626,43.410234,-84.223586,3,03858545,1975,1974,04/08/1974,"BAKER PERKINS INC",A000010097147,118/99,03858545-3,03858545-3,03858545-3
"DALE E",STIMPSON,"",FREELAND,MI,US,48623,43.50176,-84.128179,4,03858545,1975,1974,04/08/1974,"BAKER PERKINS INC",A000010097147,118/99,03858545-4,03858545-4,03858545-4
"CLARK K",BENSON,"",MILLBRAE,CA,US,94030,37.599952,-122.400126,1,03858546,1975,1972,11/24/1972,"HEAT AND CONTROL INC",A000010397942,118,03858546-1,03858546-1,03858546-1
"ANDREW A",CARIDIS,"","FOSTER CITY",CA,US,94404,37.54793,-122.26931,2,03858546,1975,1972,11/24/1972,"HEAT AND CONTROL INC",A000010397942,118,03858546-2,03858546-2,03858546-2
"ARTHUR A",NILSEN,"","SAN FRANCISCO",CA,US,94199,37.774093,-122.41842,3,03858546,1975,1972,11/24/1972,"HEAT AND CONTROL INC",A000010397942,118,03858546-3,03858546-3,03858546-3
"NILS H",BERGFELT,"","SANTA ROSA",CA,US,95409,38.462708,-122.638647,1,03858547,1975,1973,12/14/1973,"",,118/269,03858547-1,03858547-1,03858547-1
"PAUL A",TICK,"","PAINTED POST",NY,US,14870,42.155826,-77.115626,1,03858548,1975,1974,02/19/1974,"CORNING INCORPORATED",A000010258569,118,03858548-1,03858548-1,03858548-1
WOLFGANG,KELLER,"",MUNICH,"",DE,"",48.15,11.583333,1,03858549,1975,1973,10/30/1973,"SIEMENS AKTIENGESELLSCHAFT",A000010043426,118,03858549-1,03858549-1,03858549-1
GUNTHER,LAU,"",KATZWANG,"",DE,"",49.35,11.05,1,03858550,1975,1973,01/08/1973,"",,118,03858550-1,03858550-1,03858550-1
EDMUND,BRADATSCH,"",WEIHERHAMMER,"",DE,"",49.633333,12.066667,2,03858550,1975,1973,01/08/1973,"",,118,03858550-2,03858550-2,03858550-2
"HERMANN J",BRANDL,"",NUREMBERG,"",DE,"",49.447778,11.068333,3,03858550,1975,1973,01/08/1973,"",,118,03858550-3,03858550-3,03858550-3
HIROYUKI,KOBAYASI,"",OSAKA,"",JP,"",35.95,137.266667,1,03858551,1975,1974,04/23/1974,"MATSUSHITA ELECTRIC INDUSTRIAL CO LTD",A000010045727,118/266,03858551-1,03858551-1,03858551-1
TETSUO,TAKATA,"",FUKUYAMA,"",JP,"",34.416667,131.833333,1,03858552,1975,1972,09/25/1972,"NIPPON KOKAN KABUSHIKI KAISHA",A000021056326,118,03858552-1,03858552-1,03858552-1
YUKIO,NISHINO,"",FUKUYAMA,"",JP,"",34.416667,131.833333,2,03858552,1975,1972,09/25/1972,"NIPPON KOKAN KABUSHIKI KAISHA",A000021056326,118,03858552-2,03858552-2,03858552-2
"HANS JORG",SCHEEL,"",KILCHBERG,"",CH,"",47.316667,8.55,1,03858553,1975,1973,11/12/1973,"INTERNATIONAL BUSINESS MACHINES CORPORATION",A000010083419,118,03858553-1,03858553-1,03858553-1
"CLAUDE MARC ANDR",BEAUPOIL,"",CONCARNEAU,"",FR,"",47.866667,-3.916667,1,03858554,1975,1973,09/18/1973,"",,119,03858554-1,03858554-1,03858554-1
"JEAN FRANCOIS",HERY,"",NANTES,"",FR,"",44.933333,5.816667,2,03858554,1975,1973,09/18/1973,"",,119,03858554-2,03858554-2,03858554-2
"PLEASANT R",SMITH,"","POINT REYES STATION",CA,US,94956,38.063493,-122.809164,1,03858555,1975,1973,12/07/1973,"",,119,03858555-1,03858555-1,03858555-1
"VLADIMIR DMITRIEVI",TERENTIEV,"",LENINGRAD,"",RU,"",62.761111,40.339722,1,03858556,1975,1972,11/14/1972,"",,122,03858556-1,03858556-1,03858556-1
"VIKTOR YAKOVLEVI",YAKIMOVICH,"",BELGOROD,"",RU,"",52.872778,34.6525,10,03858556,1975,1972,11/14/1972,"",,122,03858556-10,03858556-10,03858556-10
"VLADIMIR ANDREEVIC",ZAITSEV,"",BELGOROD,"",RU,"",52.872778,34.6525,11,03858556,1975,1972,11/14/1972,"",,122,03858556-11,03858556-11,03858556-11
"EFIM ISAAKOVIC",DORMAN,"",LENINGRAD,"",RU,"",62.761111,40.339722,2,03858556,1975,1972,11/14/1972,"",,122,03858556-2,03858556-2,03858556-2
"JULIA SERGEEVNA",IZMAILOVA,"",LENINGRAD,"",RU,"",62.761111,40.339722,3,03858556,1975,1972,11/14/1972,"",,122,03858556-3,03858556-3,03858556-3
"VIKTOR ZINOVIEVI",FEIGIN,"",LENINGRAD,"",RU,"",62.761111,40.339722,4,03858556,1975,1972,11/14/1972,"",,122,03858556-4,03858556-4,03858556-4
"VALENTINA ALEXANDRO",SANDOVSKAYA,"",LENINGRAD,"",RU,"",62.761111,40.339722,5,03858556,1975,1972,11/14/1972,"",,122,03858556-5,03858556-5,03858556-5
"GALINA JURIEVNA",RUDINA,"",LENINGRAD,"",RU,"",62.761111,40.339722,6,03858556,1975,1972,11/14/1972,"",,122,03858556-6,03858556-6,03858556-6
"JURY VASILIEVI",LASTOCHKIN,"",LENINGRAD,"",RU,"",62.761111,40.339722,7,03858556,1975,1972,11/14/1972,"",,122,03858556-7,03858556-7,03858556-7
"LEONID MATVEEVIC",PERSON,"",LENINGRAD,"",RU,"",62.761111,40.339722,8,03858556,1975,1972,11/14/1972,"",,122,03858556-8,03858556-8,03858556-8
"GENNADY MARKOVICH",SAXONOV,"",LENINGRAD,"",RU,"",62.761111,40.339722,9,03858556,1975,1972,11/14/1972,"",,122,03858556-9,03858556-9,03858556-9
"DAVID M",MYERS,"","UPPER SADDLE RIVER",NJ,US,7458,41.04546,-74.09988,1,03858557,1975,1973,06/04/1973,"CURTISS WRIGHT CORPORATION",H000000003654,123,03858557-1,03858557-1,03858557-1
CHARLES,JONES,"",HILLSDALE,NJ,US,7642,41.008576,-74.041923,2,03858557,1975,1973,06/04/1973,"CURTISS WRIGHT CORPORATION",H000000003654,123,03858557-2,03858557-2,03858557-2
"JACK A",HART,"","MOUNT CLEMENS",MI,US,48046,42.59213,-82.883759,1,03858558,1975,1973,11/21/1973,"GENERAL MOTORS CORPORATION",H000000000031,123,03858558-1,03858558-1,03858558-1
"ALBERT RAYMOND","THOMAS JR","",HOUSTON,TX,US,77299,29.770633,-95.414819,1,03858559,1975,1973,06/04/1973,"",,123/418,03858559-1,03858559-1,03858559-1
"JAMES A",HARRINGTON,"",MOORESVILLE,IN,US,46158,39.592032,-86.375059,1,03858560,1975,1973,11/26/1973,"GENERAL MOTORS CORPORATION",H000000000031,418,03858560-1,03858560-1,03858560-1
SHIGEO,AONO,"",TOKYO,"",JP,"",35.685,139.751389,1,03858561,1975,1973,09/21/1973,"NISSAN MOTOR COMPANY LIMITED",A000010044016,123,03858561-1,03858561-1,03858561-1
"RICHARD A",LANPHEER,"",OSHKOSH,WI,US,54906,44.018997,-88.553426,1,03858562,1975,1972,11/17/1972,"BRUNSWICK CORPORATION",A000010622347,123,03858562-1,03858562-1,03858562-1
HELMUT,ROTH,"",STUTTGART,"",DE,"",48.683333,9.2,1,03858563,1975,1973,08/07/1973,"ROBERT BOSCH GMBH",A000010046713,123,03858563-1,03858563-1,03858563-1
"PAUL K",BEATENBOUGH,"",MEDINA,NY,US,14103,43.217164,-78.385469,1,03858564,1975,1973,10/31/1973,"GENERAL MOTORS CORPORATION",H000000000031,123,03858564-1,03858564-1,03858564-1
"ALAN F",STOCKER,"","NORTH TONAWANDA",NY,US,14120,43.07124,-78.81414,2,03858564,1975,1973,10/31/1973,"GENERAL MOTORS CORPORATION",H000000000031,123,03858564-2,03858564-2,03858564-2
"KENNETH ERNEST",BUCKMAN,"",SOUTHAMPTON,"",GB,"",50.9,-1.4,1,03858565,1975,1973,09/17/1973,"GENERAL MOTORS CORPORATION",H000000000031,123,03858565-1,03858565-1,03858565-1
"BRIAN FRANK",COLENUTT,"",SOUTHAMPTON,"",GB,"",50.9,-1.4,2,03858565,1975,1973,09/17/1973,"GENERAL MOTORS CORPORATION",H000000000031,123,03858565-2,03858565-2,03858565-2
"ROBIN ELGAR",DATLEN,"",SOUTHAMPTON,"",GB,"",50.9,-1.4,3,03858565,1975,1973,09/17/1973,"GENERAL MOTORS CORPORATION",H000000000031,123,03858565-3,03858565-3,03858565-3
"DONALD R",PERRY,"",SALEM,WV,US,26426,39.281554,-80.559325,1,03858566,1975,1973,02/09/1973,"",,123,03858566-1,03858566-1,03858566-1
"NORMAN D",SLOGASKI,"",MILWAUKEE,WI,US,53295,43.016381,-87.979711,1,03858567,1975,1973,03/26/1973,"",,126/43,03858567-1,03858567-1,03858567-1
"HARRY W",SEIDEL,"",MERTZTOWN,PA,US,19539,40.49034,-75.69216,1,03858568,1975,1973,12/12/1973,"RAYTHEON COMPANY",A000010237497,126,03858568-1,03858568-1,03858568-1
"GUENTER W",BERGER,"","ROWLAND HEIGHTS",CA,US,91748,33.979568,-117.898437,1,03858569,1975,1973,01/26/1973,"FARMER BROS CO",A000010041042,126/99/222,03858569-1,03858569-1,03858569-1
